index,store_ID,day_of_week,date,nb_customers_on_day,open,promotion,state_holiday,school_holiday,sales
141580,469,6,07/09/2013,1504,1,0,0,0,10748.949
681481,279,2,14/07/2015,703,1,1,0,0,7818.305
495544,879,2,10/06/2014,340,1,0,0,1,3172.5583
415264,664,3,04/09/2013,539,1,0,0,0,4407.5576
461328,869,7,07/07/2013,0,0,0,0,0,344.80817
274210,664,3,14/08/2013,589,1,1,0,1,5995.5264
574513,894,3,24/07/2013,972,1,0,0,1,7006.2217
451929,1112,2,07/04/2015,730,1,0,0,1,6934.5015
587031,419,1,11/05/2015,896,1,0,0,0,6856.1
160327,934,5,09/05/2014,811,1,1,0,0,7936.4585
215187,84,7,15/09/2013,0,0,0,0,0,-87.101585
696542,900,1,24/02/2014,550,1,0,0,0,4784.348
530932,712,5,22/05/2015,739,1,1,0,0,8537.854
279351,571,5,18/04/2014,0,0,1,b,1,195.52101
411940,238,6,21/03/2015,771,1,0,0,0,5692.4585
657321,987,5,27/06/2014,803,1,0,0,0,6463.6553
560346,945,4,10/10/2013,560,1,1,0,1,4660.6714
277112,1024,2,23/12/2014,1200,1,0,0,1,10334.926
423589,76,7,21/06/2015,0,0,0,0,0,-55.450897
421118,579,7,17/11/2013,0,0,0,0,0,-16.28117
420438,156,4,23/01/2014,786,1,1,0,0,8528.791
256614,656,2,28/10/2014,342,1,0,0,1,3206.8345
274425,977,2,03/03/2015,581,1,1,0,0,6348.2866
134418,306,3,02/04/2014,529,1,1,0,0,5568.1265
462560,575,6,14/12/2013,347,1,0,0,0,3253.945
155581,600,6,01/03/2014,693,1,0,0,0,6464.025
592112,1084,2,09/06/2015,781,1,0,0,0,6363.3413
308648,299,2,23/04/2013,576,1,1,0,0,6264.286
77304,670,4,11/07/2013,657,1,0,0,0,6092.314
705729,571,5,15/05/2015,777,1,0,0,0,9467.021
294599,621,3,27/11/2013,741,1,0,0,0,6325.2734
29674,745,7,25/08/2013,0,0,0,0,0,-32.02349
66538,34,1,02/03/2015,1208,1,1,0,0,11572.322
193123,1111,7,25/01/2015,0,0,0,0,0,6.3766685
30662,1016,2,09/09/2014,389,1,0,0,0,3830.4033
399878,86,5,04/04/2014,691,1,1,0,0,5739.4277
230216,745,7,18/01/2015,0,0,0,0,0,17.21839
81126,432,7,18/01/2015,0,0,0,0,0,-112.40633
196403,1063,2,22/10/2013,562,1,1,0,0,5646.759
24767,557,2,30/12/2014,738,1,0,0,1,6240.094
490646,812,7,16/02/2014,0,0,0,0,0,0.8721572
55467,925,3,10/09/2014,1160,1,0,0,1,6328.06
231722,298,1,04/05/2015,789,1,1,0,0,8369.587
177355,619,4,30/04/2015,605,1,1,0,0,6244.6436
435217,274,6,07/02/2015,781,1,0,0,0,6537.4116
400089,279,4,27/06/2013,504,1,0,0,0,4846.287
395133,765,5,18/04/2014,0,0,1,b,1,-146.04868
493353,935,4,04/07/2013,691,1,1,0,1,6926.555
5793,809,2,18/03/2014,870,1,1,0,0,9986.658
3813,523,1,09/09/2013,2330,1,1,0,0,22567.465
504674,175,7,14/12/2014,0,0,0,0,0,4.2657433
545435,729,5,12/04/2013,1167,1,1,0,0,10549.09
639784,464,6,05/07/2014,1496,1,0,0,0,10955.066
310661,1086,7,03/05/2015,0,0,0,0,0,-64.32739
596614,194,3,16/01/2013,321,1,0,0,0,3261.6904
569494,851,5,14/03/2014,494,1,0,0,0,4568.9214
256831,504,1,14/10/2013,1005,1,0,0,1,6828.1343
160496,886,4,06/11/2014,710,1,1,0,0,7089.156
305610,452,1,23/09/2013,561,1,1,0,0,6895.4624
692494,585,3,12/03/2014,908,1,0,0,0,6670.745
643973,859,3,06/03/2013,680,1,1,0,0,6303.4604
424048,310,1,12/01/2015,955,1,1,0,0,11432.526
196856,890,1,22/04/2013,501,1,1,0,0,5807.4478
383976,783,6,16/05/2015,565,1,0,0,0,5360.8657
401457,637,4,26/06/2014,662,1,0,0,0,7120.7974
81892,290,3,06/03/2013,761,1,1,0,0,7201.8643
425038,992,2,19/02/2013,814,1,1,0,0,7143.1953
648140,231,1,21/10/2013,487,1,1,0,0,6225.058
245086,196,6,22/02/2014,513,1,0,0,0,4619.26
222526,176,2,17/02/2015,781,1,1,0,0,7491.5083
302556,788,2,24/03/2015,1659,1,0,0,0,15862.623
126996,302,3,12/06/2013,243,1,0,0,0,2493.0
412242,1030,5,12/06/2015,292,1,0,0,0,2925.2192
84783,1092,2,16/06/2015,1348,1,1,0,0,14535.536
557762,655,5,31/05/2013,848,1,1,0,0,8207.0
96096,372,3,08/01/2014,763,1,1,0,0,8640.4795
464548,2,4,13/02/2014,498,1,0,0,0,3668.362
27687,294,3,20/11/2013,799,1,1,0,0,7166.933
410707,1023,6,09/08/2014,530,1,0,0,0,4851.0884
682774,222,7,12/01/2014,0,0,0,0,0,-57.464653
508291,747,6,09/02/2013,577,1,0,0,0,5789.146
660485,588,3,10/09/2014,666,1,0,0,0,5217.218
688253,147,7,07/09/2014,0,0,0,0,0,35.9641
271163,35,3,25/03/2015,652,1,0,0,0,6240.224
632710,44,7,21/07/2013,0,0,0,0,0,7.215122
348650,387,2,23/04/2013,1121,1,1,0,0,10583.334
570790,1025,6,16/03/2013,734,1,0,0,0,6007.3774
196307,35,3,24/12/2014,496,1,0,0,1,4581.178
625327,46,1,26/05/2014,533,1,0,0,0,4306.6235
692740,858,2,11/02/2014,382,1,0,0,0,3528.2158
430357,1090,7,22/02/2015,0,0,0,0,0,24.492659
222888,382,7,29/03/2015,0,0,0,0,0,-28.269955
345326,1063,6,27/09/2014,418,1,0,0,0,3595.9126
695602,133,2,28/10/2014,694,1,0,0,0,5706.514
434728,996,1,15/12/2014,1146,1,1,0,0,14811.877
636686,155,7,05/04/2015,0,0,0,0,0,105.80871
106459,18,2,26/08/2014,604,1,0,0,1,5060.2144
587954,319,6,27/06/2015,586,1,0,0,0,5920.044
656235,814,6,25/10/2014,527,1,0,0,0,4930.8843
614057,664,7,08/02/2015,0,0,0,0,0,-88.78327
439190,694,7,21/04/2013,0,0,0,0,0,112.471085
633929,230,1,18/08/2014,1085,1,1,0,1,11085.2295
604516,1054,7,18/01/2015,0,0,0,0,0,-1.5130246
167379,142,1,18/11/2013,694,1,1,0,0,7498.3486
322528,664,3,02/10/2013,648,1,0,0,0,5295.499
277777,619,3,05/02/2014,483,1,1,0,0,5296.46
193473,443,7,01/12/2013,0,0,0,0,0,-62.903294
443055,322,2,29/07/2014,603,1,1,0,1,6842.598
693855,111,5,10/04/2015,556,1,0,0,1,5097.4175
152553,937,1,29/07/2013,759,1,1,0,1,9507.9795
622171,1028,5,26/06/2015,518,1,0,0,0,4779.762
501409,938,6,19/10/2013,840,1,0,0,0,7573.005
531157,582,6,21/02/2015,606,1,0,0,0,5241.7026
458278,953,3,27/08/2014,496,1,0,0,1,4811.133
478414,495,3,25/02/2015,319,1,0,0,0,3428.1348
478690,672,4,27/06/2013,1205,1,0,0,0,8296.805
534769,235,3,10/07/2013,492,1,0,0,1,5295.292
45400,153,5,22/08/2014,665,1,1,0,0,7164.595
529730,686,7,30/11/2014,0,0,0,0,0,56.527863
670947,388,7,07/09/2014,0,0,0,0,0,-59.353786
628000,30,1,15/04/2013,716,1,0,0,0,5642.564
349880,435,2,02/07/2013,469,1,1,0,0,5283.509
653940,326,2,30/04/2013,466,1,1,0,0,5701.076
200306,1098,6,07/09/2013,374,1,0,0,0,2541.3228
523522,646,4,15/05/2014,658,1,0,0,0,5636.4
385025,84,3,16/10/2013,1359,1,0,0,0,11252.845
187321,744,3,11/03/2015,709,1,0,0,0,6164.683
470691,532,5,17/01/2014,1184,1,0,0,0,10161.972
50653,617,3,21/05/2014,560,1,1,0,0,6668.253
693832,180,2,16/09/2014,882,1,1,0,0,8259.157
534183,23,4,26/06/2014,367,1,0,0,0,3932.6045
205834,907,1,01/09/2014,951,1,1,0,0,9841.747
344415,1073,5,10/01/2014,966,1,1,0,0,7833.7725
336709,735,6,22/02/2014,409,1,0,0,0,3979.0725
75098,911,3,01/01/2014,0,0,0,a,1,-40.291912
301113,931,3,23/07/2014,671,1,0,0,1,5421.8286
508746,729,5,02/01/2015,1155,1,0,0,1,9493.308
108578,182,6,18/10/2014,438,1,0,0,0,4354.2417
502411,501,4,12/02/2015,496,1,0,0,0,4771.361
353542,895,5,14/03/2014,750,1,0,0,0,6729.377
660217,336,5,20/03/2015,1970,1,1,0,0,14367.208
693063,45,2,04/06/2013,418,1,1,0,0,5379.7456
378271,121,5,22/05/2015,602,1,1,0,0,6234.2144
293079,614,6,14/06/2014,814,1,0,0,0,5900.278
187893,589,6,05/07/2014,347,1,0,0,0,3307.9846
30288,83,3,19/06/2013,339,1,1,0,0,4163.1587
480041,1069,3,14/08/2013,1238,1,1,0,1,11085.099
267769,835,2,08/07/2014,495,1,0,0,1,4481.726
631476,439,5,14/03/2014,821,1,0,0,0,6838.05
262360,863,4,23/07/2015,1044,1,0,0,1,7712.752
500738,424,4,06/03/2014,806,1,1,0,0,6950.3345
227698,304,2,21/04/2015,977,1,0,0,0,6470.7554
454729,50,3,05/11/2014,363,1,1,0,0,4827.0835
422461,260,6,20/07/2013,861,1,0,0,0,7320.0137
258687,733,4,20/02/2014,3280,1,1,0,0,15255.158
441796,38,1,25/02/2013,383,1,0,0,0,3375.255
205385,120,7,08/02/2015,0,0,0,0,0,-18.326426
278889,171,1,19/01/2015,844,1,0,0,0,6559.6387
32364,667,5,07/03/2014,832,1,1,0,0,8345.652
477601,536,3,17/09/2014,859,1,1,0,0,7572.9087
697581,538,1,09/12/2013,704,1,0,0,0,6140.7085
172454,702,7,24/02/2013,0,0,0,0,0,16.493334
276875,778,6,19/01/2013,654,1,0,0,0,6220.0337
326901,425,2,14/01/2014,407,1,0,0,0,3339.452
218465,1001,4,16/10/2014,587,1,0,0,1,5265.484
614172,507,6,15/02/2014,700,1,0,0,0,6823.8096
698122,1081,3,18/03/2015,834,1,1,0,0,8846.701
677952,166,1,06/10/2014,965,1,1,0,1,8959.605
120266,466,5,04/01/2013,766,1,0,0,1,6687.457
44000,654,2,22/07/2014,630,1,0,0,1,5570.1816
173798,849,4,18/09/2014,861,1,1,0,0,7501.2295
542253,301,1,02/02/2015,650,1,1,0,0,7234.9175
580000,195,7,31/03/2013,0,0,0,0,0,8.597443
67516,1006,2,10/09/2013,907,1,1,0,0,7522.201
181667,261,7,30/06/2013,0,0,0,0,0,188.00058
594651,29,7,08/12/2013,0,0,0,0,0,-93.57546
19923,774,4,06/03/2014,732,1,1,0,0,6596.058
277586,64,7,31/08/2014,0,0,0,0,0,11.075136
669978,547,4,09/05/2013,0,0,0,a,0,47.46957
44636,143,2,23/06/2015,417,1,0,0,0,4030.3967
475861,92,3,04/09/2013,405,1,0,0,0,3841.983
136787,304,2,09/12/2014,1066,1,0,0,0,6933.9453
148312,713,5,22/03/2013,1335,1,1,0,0,11022.905
24190,579,7,21/07/2013,0,0,0,0,0,-24.79626
346801,488,2,02/12/2014,421,1,1,0,0,5393.4575
650434,566,2,13/05/2014,537,1,0,0,0,4193.6733
521977,181,7,05/07/2015,0,0,0,0,0,53.81701
148319,203,4,15/08/2013,894,1,1,0,1,7745.5767
371928,671,5,01/03/2013,610,1,0,0,0,5762.9683
265453,872,3,08/01/2014,913,1,1,0,0,8145.928
445182,175,2,08/10/2013,698,1,1,0,1,6360.548
226834,561,5,06/02/2015,784,1,1,0,0,6923.509
59615,710,7,25/05/2014,0,0,0,0,0,15.672872
15093,107,6,24/01/2015,989,1,0,0,0,8556.424
484641,257,3,18/06/2014,673,1,1,0,0,6948.1226
533180,1102,4,01/05/2014,0,0,1,a,0,-78.36943
107400,911,3,04/06/2014,992,1,1,0,0,9293.424
147349,706,7,18/01/2015,0,0,0,0,0,14.071201
535660,747,3,05/03/2014,704,1,1,0,0,7386.9243
61218,464,1,18/03/2013,1378,1,1,0,0,12541.118
604840,438,5,14/02/2014,507,1,0,0,0,4745.8823
457146,689,4,06/03/2014,816,1,1,0,0,7916.572
251894,95,2,14/05/2013,1120,1,1,0,0,10095.38
581299,538,2,25/11/2014,704,1,1,0,0,6646.5493
319392,1040,4,31/10/2013,1024,1,0,0,1,7922.067
173369,591,1,22/04/2013,611,1,1,0,0,6810.051
433854,167,3,19/11/2014,1047,1,0,0,0,8560.366
647732,392,7,18/05/2014,0,0,0,0,0,-189.1997
203602,910,2,07/05/2013,541,1,0,0,0,4865.5923
25480,355,7,14/06/2015,0,0,0,0,0,70.95185
25756,439,5,17/05/2013,956,1,1,0,0,8563.504
310924,912,1,21/10/2013,735,1,1,0,0,7390.697
439534,820,6,18/04/2015,1096,1,0,0,0,10497.113
5890,1007,1,02/09/2013,699,1,0,0,0,4900.8823
525099,659,4,10/10/2013,693,1,1,0,0,6672.978
82290,730,4,12/06/2014,921,1,0,0,0,7740.1973
450605,321,6,18/10/2014,603,1,0,0,0,5815.3096
273364,613,7,19/07/2015,0,0,0,0,0,130.35562
546441,279,7,14/07/2013,0,0,0,0,0,49.287052
592722,387,7,09/11/2014,0,0,0,0,0,4.214052
384518,135,4,12/09/2013,514,1,1,0,0,5176.4023
430458,967,6,24/08/2013,608,1,0,0,0,4825.017
3200,450,3,24/09/2014,743,1,0,0,0,6128.911
109391,482,7,09/02/2014,0,0,0,0,0,-64.9419
470060,29,1,06/10/2014,914,1,1,0,1,9246.949
704329,470,5,24/01/2014,1654,1,1,0,0,12460.118
547549,11,2,19/05/2015,1019,1,1,0,0,8701.486
566259,169,4,17/04/2014,984,1,1,0,1,9731.545
641685,16,2,21/01/2014,1027,1,1,0,0,9124.413
331524,1028,3,31/07/2013,689,1,1,0,1,6317.6465
108950,392,7,02/02/2014,0,0,0,0,0,-188.37924
150190,436,6,11/05/2013,463,1,0,0,0,4437.504
259294,70,5,27/02/2015,636,1,0,0,0,5999.3394
208820,821,3,16/07/2014,892,1,1,0,1,9278.302
532892,852,4,17/07/2014,654,1,1,0,0,6490.0884
423656,253,1,30/03/2015,929,1,1,0,1,12044.165
545895,793,6,30/05/2015,505,1,0,0,0,4368.956
556146,945,2,21/10/2014,468,1,1,0,1,4158.21
419623,692,1,27/05/2013,1170,1,1,0,0,11318.333
641868,975,1,09/02/2015,701,1,0,0,0,5584.9634
535474,652,2,23/12/2014,1159,1,0,0,1,9921.69
630926,351,7,17/03/2013,0,0,0,0,0,213.18295
380410,30,6,19/10/2013,838,1,0,0,0,6646.288
565140,35,2,11/03/2014,597,1,0,0,0,5700.2085
149847,264,4,13/03/2014,761,1,0,0,0,5481.0737
604103,440,6,03/01/2015,367,1,0,0,0,3184.406
434167,876,4,26/09/2013,1214,1,1,0,0,9875.151
229201,816,1,31/03/2014,1000,1,1,0,0,11361.512
305414,537,5,01/03/2013,557,1,0,0,0,5025.546
195072,799,5,22/11/2013,905,1,1,0,0,8973.274
307067,890,4,02/05/2013,538,1,1,0,0,5835.783
376572,885,4,04/09/2014,825,1,1,0,0,7529.6523
691641,1086,6,10/01/2015,439,1,0,0,0,4208.6475
670511,624,6,27/09/2014,404,1,0,0,0,3881.5781
61271,923,2,20/01/2015,540,1,0,0,0,4917.54
76739,362,3,22/10/2014,1287,1,1,0,1,10372.226
76222,480,3,18/03/2015,691,1,1,0,0,6798.053
193911,798,7,04/01/2015,0,0,0,0,0,-29.287876
13812,653,3,06/03/2013,464,1,1,0,0,4983.723
19004,644,3,14/01/2015,936,1,1,0,0,7980.6187
388105,489,1,08/04/2013,861,1,1,0,0,9201.337
98116,659,1,07/10/2013,921,1,1,0,0,9405.253
35522,314,7,05/10/2014,0,0,0,0,0,-49.84394
373909,859,3,22/07/2015,662,1,0,0,0,5371.7607
456638,98,1,08/04/2013,466,1,1,0,0,5660.082
184759,308,5,11/07/2014,836,1,0,0,1,8002.751
627323,374,5,27/12/2013,914,1,0,0,1,9419.735
160358,279,3,18/12/2013,865,1,1,0,0,9516.87
451517,1059,6,16/08/2014,1075,1,0,0,0,8001.4316
638795,19,4,24/10/2013,584,1,1,0,1,5808.9604
324235,307,1,03/11/2014,451,1,1,0,0,5540.5894
212517,487,1,05/08/2013,751,1,0,0,0,5928.053
608245,840,2,07/05/2013,1166,1,0,0,0,11235.171
423928,246,6,23/11/2013,784,1,0,0,0,7095.915
88456,550,2,05/11/2013,469,1,1,0,0,5620.865
709973,170,5,05/04/2013,667,1,0,0,1,6026.6143
553193,1111,1,26/05/2014,444,1,0,0,0,4459.256
684164,630,3,17/07/2013,882,1,1,0,1,8610.704
677218,898,3,12/03/2014,654,1,0,0,0,5570.2373
539251,399,2,22/04/2014,581,1,0,0,1,4845.9185
547523,196,2,19/05/2015,768,1,1,0,0,7099.0933
63780,912,3,29/05/2013,791,1,1,0,0,7230.6963
638597,19,2,05/03/2013,708,1,1,0,0,7531.708
30805,523,7,15/02/2015,0,0,0,0,0,23.732716
621996,446,2,31/12/2013,381,1,0,0,1,3322.6526
294849,896,2,02/07/2013,1047,1,1,0,1,9252.03
248106,85,3,11/03/2015,841,1,0,0,0,5872.291
490045,8,7,17/11/2013,0,0,0,0,0,27.652494
82304,509,7,27/01/2013,0,0,0,0,0,122.65754
400288,1089,1,20/01/2014,1198,1,1,0,0,12925.4375
142605,183,3,09/01/2013,579,1,1,0,0,6260.1323
223576,297,1,12/01/2015,986,1,1,0,0,9759.927
343621,243,3,23/01/2013,983,1,1,0,0,8171.738
661515,558,4,28/08/2014,376,1,0,0,0,3362.0042
582836,304,3,10/09/2014,942,1,0,0,1,6535.192
532042,460,6,27/04/2013,151,1,0,0,0,1608.2186
653219,620,2,08/04/2014,572,1,0,0,0,4956.5654
622559,347,2,19/03/2013,319,1,1,0,0,4075.6306
331536,926,5,12/06/2015,469,1,0,0,0,4905.0327
541428,913,2,14/07/2015,1439,1,1,0,0,12673.28
436845,648,6,15/06/2013,581,1,0,0,0,5234.9146
407880,999,7,05/01/2014,0,0,0,0,0,194.44426
633409,52,4,21/11/2013,571,1,1,0,0,7952.6304
124962,275,2,10/12/2013,694,1,0,0,0,5690.733
538069,893,7,25/01/2015,0,0,0,0,0,-17.196342
389197,391,7,26/01/2014,0,0,0,0,0,-136.38533
328841,895,7,05/05/2013,0,0,0,0,0,-10.272219
366803,925,5,10/01/2014,1162,1,1,0,0,7352.0625
130194,751,2,21/04/2015,601,1,0,0,0,5446.177
180229,866,3,17/09/2014,416,1,1,0,0,5099.1533
470779,264,4,09/04/2015,826,1,0,0,1,6018.9233
325196,971,7,18/08/2013,0,0,0,0,0,-149.01028
192283,605,1,29/09/2014,595,1,1,0,0,7625.795
708610,798,3,09/04/2014,911,1,0,0,0,7582.245
32109,1034,4,16/10/2014,729,1,0,0,0,5875.2915
372122,1105,3,08/04/2015,491,1,0,0,1,4844.831
39495,609,2,17/09/2013,516,1,0,0,0,4422.4883
359929,1091,1,05/08/2013,1008,1,0,0,0,8829.867
419248,454,7,05/07/2015,0,0,0,0,0,65.26231
463830,804,2,22/04/2014,418,1,0,0,1,4427.6167
522619,874,3,04/02/2015,517,1,1,0,0,5693.6387
178587,729,4,18/06/2015,1099,1,1,0,0,10153.31
498810,453,6,01/02/2014,590,1,0,0,0,6049.7446
572481,687,2,17/09/2013,624,1,0,0,0,5624.707
683253,370,7,19/10/2014,0,0,0,0,0,200.71819
35219,749,7,10/08/2014,0,0,0,0,0,36.803253
498042,759,1,25/11/2013,782,1,0,0,0,6056.6504
482491,161,7,11/05/2014,0,0,0,0,0,318.495
290663,707,5,20/09/2013,932,1,0,0,0,7817.288
339477,474,3,06/08/2014,796,1,1,0,1,7527.914
373857,270,5,20/03/2015,1220,1,1,0,0,9771.699
318816,936,4,14/03/2013,802,1,0,0,0,6285.3657
497837,3,1,19/08/2013,539,1,0,0,1,4215.6396
74164,55,6,19/04/2014,476,1,0,0,0,5033.7505
621134,209,2,19/11/2013,586,1,1,0,0,6402.526
69085,827,3,27/03/2013,1600,1,1,0,1,13359.697
173046,638,1,14/04/2014,598,1,1,0,1,7598.3877
668229,823,1,07/07/2014,587,1,0,0,0,5194.8247
76152,95,2,26/02/2013,827,1,0,0,0,6747.844
633869,63,1,16/02/2015,736,1,1,0,0,8989.12
80701,1060,6,22/02/2014,641,1,0,0,0,6456.2964
306947,742,1,15/04/2013,742,1,0,0,0,6252.618
389398,1011,5,29/03/2013,0,0,1,b,1,-16.092928
586649,760,6,27/12/2014,1128,1,0,0,0,8885.188
279138,223,1,01/06/2015,1036,1,1,0,0,10948.448
90465,505,1,28/01/2013,596,1,0,0,0,5164.2188
496745,665,7,01/03/2015,0,0,0,0,0,-81.802505
373283,327,3,27/11/2013,807,1,0,0,0,6220.894
20966,839,2,09/09/2014,628,1,0,0,0,4751.3354
353224,1043,2,07/10/2014,1140,1,1,0,0,8389.883
608389,421,4,18/12/2014,1414,1,1,0,0,13471.267
250964,51,3,27/11/2013,427,1,0,0,0,5406.329
505609,870,1,14/04/2014,1030,1,1,0,1,10598.347
60029,45,5,03/10/2014,0,0,1,a,0,-49.6694
604792,698,2,19/03/2013,1693,1,1,0,0,14522.394
460478,907,6,25/10/2014,818,1,0,0,0,7124.2246
467868,546,2,12/11/2013,1527,1,0,0,0,12000.88
448807,65,6,17/05/2014,234,1,0,0,0,2293.5435
665487,442,1,21/04/2014,0,0,0,b,1,-87.49844
391766,417,3,30/01/2013,677,1,0,0,0,6091.1914
69435,71,6,22/06/2013,596,1,0,0,0,5856.1313
420921,433,6,21/12/2013,701,1,0,0,0,7133.2373
209372,1030,1,07/07/2014,333,1,0,0,0,3386.924
46546,117,5,19/12/2014,619,1,1,0,0,6940.221
190962,624,2,12/08/2014,572,1,0,0,1,5214.439
468515,157,1,24/02/2014,958,1,0,0,0,7849.5317
287145,695,5,26/04/2013,564,1,1,0,0,6414.2085
273534,133,7,03/05/2015,0,0,0,0,0,-19.146883
261628,178,4,03/07/2014,1067,1,1,0,0,9664.896
588610,438,1,17/11/2014,508,1,0,0,0,4625.104
550396,736,3,21/01/2015,435,1,0,0,0,4092.6133
457902,580,6,09/05/2015,1363,1,0,0,0,8990.057
186185,1071,5,25/07/2014,564,1,0,0,1,4813.9062
372730,673,5,19/09/2014,684,1,1,0,0,6858.8438
605534,4,4,23/05/2013,1098,1,0,0,0,7716.6177
514736,366,3,30/01/2013,488,1,0,0,0,4923.157
204787,1061,2,28/10/2014,438,1,0,0,1,4717.1216
1129,474,1,24/02/2014,649,1,0,0,0,5388.3755
148313,166,4,13/11/2014,739,1,1,0,0,6518.55
134195,642,4,06/03/2014,550,1,1,0,0,5371.9775
371790,761,7,13/01/2013,0,0,0,0,0,-108.02609
522528,111,3,16/04/2014,697,1,1,0,1,7294.9336
411306,554,6,23/05/2015,408,1,0,0,0,3786.5508
526320,338,5,02/01/2015,530,1,0,0,1,5329.267
479673,786,7,12/05/2013,0,0,0,0,0,-34.147404
617081,882,2,12/11/2013,730,1,0,0,0,5704.856
266430,814,5,18/01/2013,655,1,0,0,0,6036.097
414981,1022,1,08/09/2014,807,1,0,0,0,6542.8765
388188,875,4,31/07/2014,498,1,1,0,1,5361.3945
477082,1039,6,29/06/2013,0,0,0,0,0,85.402695
486800,929,7,09/02/2014,0,0,0,0,0,-158.48218
702280,247,3,19/03/2014,667,1,1,0,0,7529.0776
465507,214,3,24/12/2014,635,1,0,0,1,7564.7896
348822,729,1,24/06/2013,946,1,0,0,0,8030.3994
641965,407,4,21/11/2013,299,1,1,0,0,4066.491
489952,1070,7,06/10/2013,0,0,0,0,1,71.037964
518493,836,4,09/07/2015,716,1,0,0,0,5748.88
271647,363,4,17/04/2014,1143,1,1,0,1,10042.678
659827,420,6,11/01/2014,422,1,0,0,0,4145.29
18705,216,3,10/07/2013,746,1,0,0,0,5435.2573
628548,536,5,24/04/2015,789,1,0,0,0,6862.141
236945,273,4,05/02/2015,775,1,1,0,0,6855.217
435449,994,3,27/05/2015,451,1,0,0,0,4404.408
419584,979,3,07/08/2013,503,1,0,0,1,4486.4995
350313,1068,4,10/07/2014,250,1,0,0,0,3421.9265
230657,1000,4,24/10/2013,653,1,1,0,0,6594.546
190900,415,3,29/05/2013,630,1,1,0,0,7214.722
377303,260,4,25/06/2015,810,1,0,0,0,7024.9316
226033,683,5,23/01/2015,735,1,0,0,0,5839.9077
559840,859,5,11/10/2013,742,1,1,0,0,6340.04
364464,2,6,28/09/2013,383,1,0,0,0,3135.573
219200,4,4,10/10/2013,1300,1,1,0,1,9329.725
535408,327,7,17/02/2013,0,0,0,0,0,-61.538914
216740,570,2,18/06/2013,673,1,1,0,0,5845.167
157663,74,7,12/07/2015,0,0,0,0,0,-86.5828
245830,809,2,29/04/2014,878,1,1,0,0,10103.063
87470,96,6,14/06/2014,186,1,0,0,0,1739.1146
325576,357,3,15/10/2014,899,1,0,0,0,6686.3257
598881,402,6,28/02/2015,725,1,0,0,0,6758.8364
241559,406,2,07/05/2013,330,1,0,0,0,3494.9336
156002,1037,3,14/05/2014,733,1,0,0,0,6121.1533
17818,821,5,06/06/2014,971,1,1,0,0,10131.801
397646,1009,4,09/01/2014,491,1,1,0,0,5212.1636
63544,861,6,19/10/2013,383,1,0,0,0,3332.751
363635,954,2,11/02/2014,711,1,0,0,0,5334.0034
268266,408,7,22/03/2015,0,0,0,0,0,-44.96206
702643,859,1,12/01/2015,869,1,1,0,0,8493.089
231886,444,7,21/04/2013,0,0,0,0,0,-132.31248
231955,495,1,08/09/2014,342,1,0,0,1,3880.3079
439525,48,7,12/10/2014,0,0,0,0,0,-29.166464
318227,713,7,01/02/2015,0,0,0,0,0,33.6488
247096,262,7,22/02/2015,4260,1,0,0,0,26885.984
24603,272,7,14/06/2015,0,0,0,0,0,-11.362516
92073,570,6,16/02/2013,592,1,0,0,0,4933.9663
314286,56,3,04/02/2015,524,1,1,0,0,5970.599
68388,918,7,06/07/2014,0,0,0,0,0,-36.42994
642823,949,6,25/04/2015,356,1,0,0,0,3340.7822
577298,760,7,22/12/2013,0,0,0,0,0,-135.08038
428710,488,5,19/04/2013,373,1,0,0,0,3850.0427
644556,834,6,10/08/2013,408,1,0,0,0,3739.1948
422443,532,2,17/03/2015,1334,1,1,0,0,12272.975
111732,454,4,13/03/2014,629,1,0,0,0,5723.444
485487,881,6,13/09/2014,383,1,0,0,0,3236.702
153975,26,3,19/11/2014,438,1,0,0,0,4463.919
103037,539,2,18/06/2013,1237,1,1,0,0,11869.699
4894,816,6,21/06/2014,597,1,0,0,0,5564.8677
306869,15,2,19/03/2013,657,1,1,0,0,6782.4097
362228,361,5,20/06/2014,781,1,1,0,0,8059.5396
694656,999,3,15/07/2015,736,1,1,0,1,8538.444
402427,593,4,24/07/2014,1414,1,0,0,1,10525.408
69170,646,2,06/08/2013,592,1,0,0,1,4878.9346
625588,529,5,01/02/2013,796,1,0,0,0,7349.9683
357350,436,3,31/12/2014,349,1,0,0,1,3177.0732
65769,482,5,03/01/2014,1037,1,0,0,1,7990.4116
556929,50,2,14/01/2014,260,1,0,0,0,3041.8674
90803,1051,5,30/05/2014,1143,1,0,0,0,8650.332
398297,46,4,18/06/2015,665,1,1,0,0,5623.7344
160066,1114,6,14/12/2013,4532,1,0,0,0,26029.186
258848,823,6,21/06/2014,383,1,0,0,0,3468.1147
711393,266,2,16/07/2013,682,1,1,0,1,6702.5054
196309,181,6,21/09/2013,403,1,0,0,0,3898.7317
323103,554,1,29/04/2013,574,1,1,0,0,6227.6987
327970,1083,7,30/06/2013,0,0,0,0,0,274.11816
700585,521,7,21/07/2013,0,0,0,0,0,93.52702
208563,324,1,12/01/2015,973,1,1,0,0,9697.447
69027,956,1,11/08/2014,551,1,0,0,1,4587.406
190047,247,7,04/08/2013,0,0,0,0,1,96.064766
406337,975,5,27/09/2013,867,1,1,0,0,7748.6836
110160,923,1,06/07/2015,692,1,0,0,0,5432.8545
